accession,taxid
NC_039069.1,2170110
NC_039068.1,2170109
NC_039067.1,2170108
NC_039066.1,2170107
NC_039065.1,2170106
NC_039064.1,2170105
NC_039063.1,2169936
NC_039062.1,2169935
NC_039061.1,2169934
NC_039060.1,2169933
NC_039059.1,2169932
NC_039058.1,2169877
NC_039057.1,2169876
NC_039056.1,1592125
NC_039055.1,1592122
NC_039054.1,1127491
NC_039053.1,2169904
NC_039052.1,2169903
NC_039051.1,1236406
NC_039045.1,1195367
NC_039044.1,2259807
NC_039042.1,1747359
NC_039041.1,2847277
NC_039040.1,1195370
NC_039039.1,1074206
NC_039038.1,1338506
NC_039037.1,1747360
NC_039036.1,1922325
NC_039033.1,2169823
NC_039031.1,2170206
NC_039030.1,2170205
NC_039029.1,2170204
NC_039028.1,2170201
NC_039027.1,2170200
NC_039026.1,2170198
NC_039025.1,2170195
NC_039024.1,2170194
NC_039022.1,2169894
NC_039021.1,1819301
NC_039019.1,2006074
NC_039018.1,2006073
NC_039017.1,2006072
NC_039016.1,2560322
NC_039015.1,1928005
NC_039014.1,2016402
NC_039013.1,2016401
NC_039004.1,2079598
NC_039002.1,1982660
NC_038995.1,2169728
NC_038987.1,2011125
NC_038986.1,2169727
NC_038985.1,1881630
NC_038984.1,282712
NC_038976.1,1578825
NC_038966.1,1702121
NC_038963.1,1608257
NC_038962.1,2169734
NC_038929.1,1685109
NC_038914.1,1961682
NC_038912.1,358769
NC_038895.1,2839036
NC_038886.1,529680
NC_038885.1,529680
NC_038884.1,163655
NC_038881.1,412688
NC_038879.1,335404
NC_038875.1,577124
NC_038861.1,11149
NC_038700.1,1008292
NC_038697.1,1300323
NC_038685.1,2010332
NC_038682.1,1418029
NC_038677.1,2010319
NC_038675.1,60877
NC_038674.1,332097
NC_038673.1,60876
NC_038672.1,60875
NC_038670.1,60879
NC_038561.1,596957
NC_038560.1,1987403
NC_038558.1,1606497
NC_038557.1,1606500
NC_038556.1,1606499
NC_038555.1,1606498
NC_038554.1,1623684
NC_038534.1,740934
NC_038531.1,1163709
NC_038527.1,1464074
NC_038526.1,2848316
NC_038525.1,1961783
NC_038524.1,1961680
NC_038523.1,1961679
NC_038522.1,1513264
NC_038520.1,568209
NC_038519.1,1195364
NC_038518.1,1464071
NC_038517.1,1464072
NC_038516.1,634772
NC_038502.1,1795999
NC_038501.1,1795998
NC_038499.1,2004965
NC_038498.1,1795991
NC_038497.1,2004961
NC_038495.1,1795988
NC_038493.1,1985404
NC_038492.1,1985403
NC_038491.1,1985402
NC_038490.1,1985401
NC_038489.1,1985400
NC_038488.1,1985399
NC_038487.1,1985398
NC_038486.1,1985397
NC_038485.1,1795994
NC_038484.1,1795989
NC_038483.1,1985391
NC_038482.1,1985390
NC_038481.1,1034805
NC_038480.1,1985387
NC_038479.1,1367218
NC_038478.1,1162557
NC_038477.1,1830242
NC_038470.1,2050583
NC_038466.1,1513529
NC_038465.1,2026196
NC_038460.1,223318
NC_038458.1,929767
NC_038444.1,222460
NC_038440.1,1032478
NC_038433.1,1307119
NC_038421.1,937809
NC_038418.1,1987745
NC_038417.1,2038725
NC_038416.1,2038724
NC_038415.1,2038723
NC_038414.1,742924
NC_038413.1,2038721
NC_038412.1,2038719
NC_038411.1,1673638
NC_038410.1,1574362
NC_038409.1,1574361
NC_038408.1,1574360
NC_038407.1,742920
NC_038406.1,942036
NC_038405.1,942032
NC_038404.1,1795985
NC_038403.1,1795984
NC_038402.1,1795983
NC_038401.1,1987738
NC_038400.1,1987736
NC_038399.1,1987734
NC_038398.1,1987733
NC_038397.1,1987732
NC_038396.1,1987731
NC_038392.1,3052121
NC_038391.1,743290
NC_038390.1,2003313
NC_038389.1,2003312
NC_038388.1,2003311
NC_038387.1,2003310
NC_038386.1,1868220
NC_038385.1,1868218
NC_038382.1,1960252
NC_038381.1,1619899
NC_038380.1,419782
NC_038379.1,1960254
NC_038378.1,1960255
NC_038371.1,1986290
NC_038363.1,1239832
NC_038362.1,2065056
NC_038361.1,2065055
NC_038360.1,2065054
NC_038359.1,2065053
NC_038358.1,2065052
NC_038357.1,2065051
NC_038356.1,2065050
NC_038355.1,2065049
NC_038354.1,2065048
NC_038353.1,2065047
NC_038352.1,2065046
NC_038331.1,2065033
NC_038325.1,1667230
NC_038324.1,255255
NC_038320.1,680112
NC_038317.1,1755590
NC_038311.1,573824
NC_038310.1,1637527
NC_038308.1,42789
NC_038307.1,12072
NC_038304.1,1293536
NC_038302.1,1267585
NC_038301.1,1072333
NC_038297.1,1238455
NC_038296.1,1332248
NC_038293.1,1965068
NC_038291.1,1965067
NC_038286.1,1972575
NC_038281.1,666961
NC_038271.1,1112597
NC_038270.1,929831
NC_038269.1,1926633
NC_011547.1,572288
NC_038236.1,1972577
NC_003346.1,46253
NC_026439.1,1965064
NC_036389.1,2054920
NC_004821.1,225726
NC_004820.1,225725
NC_004586.1,198540
NC_005261.3,35244
NC_037664.1,2219110
NC_037663.1,2219109
NC_037662.1,2219108
NC_037661.1,2219107
NC_037660.1,2219106
NC_037659.1,2219105
NC_037655.1,2220003
NC_037654.1,2220002
NC_030398.2,1874267
NC_001497.2,10641
NC_037069.1,2077304
NC_037068.1,2093274
NC_037067.1,2077303
NC_037066.1,2093273
NC_037065.1,2093275
NC_037064.1,2077305
NC_037063.1,2093276
NC_037062.1,2077299
NC_037061.1,2077302
NC_037059.1,2077306
NC_037058.1,2052157
NC_037051.1,421013
NC_036877.1,2038720
NC_036803.1,1965355
NC_036802.1,2070152
NC_036592.1,2057942
NC_036591.1,2060142
NC_036590.1,2032989
NC_036588.1,2065211
NC_036587.1,2060511
NC_036586.1,2060479
NC_036583.1,1914442
NC_036581.1,2058779
NC_036580.1,2058778
NC_036390.1,348823
NC_026811.2,1118369
NC_023874.2,2038728
NC_001615.3,11307
NC_032682.2,2169855
NC_033737.1,1885565
NC_035799.1,1329650
NC_035798.1,2029771
NC_035779.1,1964370
NC_035758.1,1803394
NC_035674.1,2026601
NC_035676.1,2027645
NC_035481.1,2021667
NC_035480.1,2025352
NC_035478.1,2025338
NC_035477.1,2017712
NC_035476.1,2017724
NC_035474.1,1820159
NC_035472.1,2020956
NC_035470.1,2025595
NC_035465.1,2016400
NC_035459.1,2018312
NC_035458.1,2018313
NC_035453.1,2024724
NC_035452.1,2021212
NC_035451.1,2019445
NC_035479.1,2025339
NC_035432.1,2014960
NC_035179.1,1868659
NC_035210.1,2018685
NC_035209.1,2006642
NC_035208.1,10571
NC_035205.1,2016427
NC_035204.1,2016426
NC_035201.1,2016454
NC_035200.1,2016456
NC_035199.1,2016455
NC_035198.1,2016448
NC_035197.1,2016461
NC_035195.1,2016457
NC_035194.1,2016458
NC_035193.1,2016453
NC_035192.1,2016460
NC_035183.1,2016467
NC_035182.1,2016468
NC_035181.1,2016463
NC_035180.1,3052773
NC_035196.1,2016459
NC_035139.1,1986479
NC_035138.1,1986478
NC_035137.1,1986477
NC_035136.1,2012676
NC_035135.1,2012677
NC_035134.1,2005044
NC_035127.1,2012619
NC_035118.1,1969397
NC_035117.1,2022783
NC_035114.1,1985159
NC_035110.1,2013564
NC_034978.1,2010248
NC_034977.1,2006585
NC_034976.1,1837217
NC_034972.1,1964806
NC_034971.1,1836608
NC_034970.1,2006498
NC_034833.1,387423
NC_034630.1,603333
NC_034629.1,1987360
NC_034622.1,1985968
NC_034618.1,1987509
NC_034617.1,2870375
NC_029997.2,1675866
NC_034446.1,35243
NC_034384.1,1972700
NC_034381.1,2870378
NC_034378.1,1978920
NC_034377.1,1978413
NC_034264.1,1972716
NC_034267.1,1849328
NC_034266.1,93386
NC_034265.1,1972995
NC_034253.1,2734294
NC_034252.1,1973265
NC_034251.1,2169757
NC_034247.1,1913125
NC_034246.1,1913124
NC_034245.1,1606765
NC_034243.1,1817526
NC_034240.1,1967841
NC_034221.1,1904409
NC_034220.1,1904408
NC_034218.1,1904410
NC_034217.1,1965238
NC_034219.1,1904411
NC_034216.1,1965306
NC_034210.1,1964372
NC_034017.1,1821227
NC_033828.1,1955730
NC_033821.1,1961666
NC_033817.1,1958957
NC_033792.1,1961665
NC_033781.1,1513263
NC_033779.1,1955054
NC_033777.1,1950126
NC_033747.1,1941239
NC_033746.1,1941435
NC_033745.1,1335477
NC_033744.1,1941437
NC_033743.1,1941234
NC_033742.1,1941237
NC_033741.1,1941436
NC_033740.1,1335476
NC_033739.1,2169726
NC_033738.1,1940252
NC_033736.1,1941233
NC_033706.1,12471
NC_033695.1,1929150
NC_033620.1,1940555
NC_033464.1,2560777
NC_033456.1,1931370
NC_033415.1,1934322
NC_033334.1,1513528
NC_033275.1,1932006
NC_033270.1,1930298
NC_033176.1,1919083
NC_033081.1,1172196
NC_032840.1,1931371
NC_032804.1,1931369
NC_032729.1,1930921
NC_032728.1,1930920
NC_018570.2,1027947
NC_032480.1,1930509
NC_032405.1,1930269
NC_032255.1,262175
NC_032212.1,1926644
NC_032120.1,1925019
NC_032107.1,1920748
NC_032106.1,1921825
NC_032087.1,1920698
NC_032004.1,1919062
NC_032005.1,1919247
NC_031988.1,1846259
NC_031955.1,1213198
NC_031800.1,1912598
NC_031760.1,53010
NC_031761.1,268591
NC_031753.1,1868221
NC_031751.1,1908805
NC_031750.1,1912234
NC_031747.1,1913024
NC_031757.1,36362
NC_031756.1,1912759
NC_031752.1,2169747
NC_031688.1,1911442
NC_031687.1,1916650
NC_031695.1,1911555
NC_031692.1,2169998
NC_031670.1,1908804
NC_031466.1,1740165
NC_031450.1,1907771
NC_031340.1,1906317
NC_031339.1,291286
NC_031338.1,1906245
NC_031336.1,2169693
NC_031327.1,1903340
NC_031326.1,1904439
NC_031306.1,1899219
NC_031089.1,1899566
NC_030938.1,1708712
NC_030926.1,1853762
NC_030922.1,1239565
NC_030887.1,1897538
NC_030872.1,1849545
NC_030871.1,1849544
NC_030870.1,1849543
NC_030869.1,1849542
NC_030868.1,1849537
NC_030867.1,1849535
NC_030866.1,1849532
NC_030865.1,1849531
NC_030864.1,1848153
NC_030863.1,1848152
NC_030862.1,1848151
NC_030861.1,1848150
NC_024299.2,1286143
NC_030847.1,2170132
NC_030840.1,1890365
NC_030839.1,1885928
NC_030838.1,1885927
NC_030801.1,1887219
NC_030800.1,1887218
NC_030799.1,1887217
NC_030798.1,1887216
NC_030797.1,1887215
NC_030796.1,1887214
NC_030795.1,1887213
NC_030794.1,1886606
NC_030793.1,1812179
NC_030748.1,1884991
NC_030747.1,1826822
NC_030746.1,1881013
NC_030701.1,1897087
NC_030693.1,103723
NC_030690.1,1715288
NC_030688.1,1548718
NC_030663.1,1980430
NC_030662.1,1980430
NC_030661.1,1980430
NC_030660.1,1980430
NC_030655.1,1871631
NC_030654.1,1872710
NC_030657.1,1868472
NC_030472.1,1676181
NC_030458.1,1676183
NC_030462.1,2560371
NC_030448.1,2004962
NC_030447.1,1862824
NC_030402.1,1864484
NC_030392.1,1859161
NC_001564.2,31658
NC_030308.1,1856627
NC_030290.1,1821222
NC_030297.1,1859149
NC_030296.1,1776153
NC_030293.1,1856031
NC_030240.1,1850906
NC_030238.1,1853865
NC_030236.1,2170135
NC_030231.1,2560321
NC_030229.1,327387
NC_030225.1,1462681
NC_030224.1,1765736
NC_030201.1,1848042
NC_030200.1,2560568
NC_030205.1,1848040
NC_030202.1,1848169
NC_030151.1,1434070
NC_030148.1,1662286
NC_030126.1,2170117
NC_030118.1,1792583
NC_030117.1,170325
NC_029994.1,67762
NC_029993.1,1770265
NC_029996.1,2072024
NC_029995.1,1825931
NC_029991.1,1837089
NC_029990.1,1833824
NC_029989.1,1833938
NC_029906.1,1825924
NC_029905.1,1826059
NC_029900.1,1725329
NC_029854.1,1604871
NC_029783.1,1815581
NC_029782.1,1077832
NC_029691.1,1809767
NC_029648.1,674996
NC_024453.2,795694
NC_029567.1,1980431
NC_029561.1,1980431
NC_029560.1,1980431
NC_029559.1,1980431
NC_029558.1,1980431
NC_029307.1,1804154
NC_029311.1,481315
NC_029309.1,1804156
NC_029306.1,1804153
NC_029303.1,2560349
NC_029302.1,1798085
NC_029301.1,1770618
NC_029300.1,1329649
NC_026020.2,1227557
NC_029132.1,137443
NC_029133.1,1788315
NC_029124.1,1615758
NC_029123.1,1615758
NC_029122.1,1615758
NC_029117.1,1766828
NC_029115.1,1778573
NC_029114.1,1778572
NC_029112.1,1778570
NC_029111.1,1778561
NC_029110.1,1778560
NC_029109.1,1778559
NC_029108.1,1778558
NC_029096.1,1777016
NC_029095.1,1777015
NC_029089.1,1569056
NC_029088.1,1569055
NC_029087.1,1569054
NC_029086.1,1569053
NC_029085.1,1569052
NC_029076.1,32620
NC_029064.1,1776177
NC_029063.1,1778580
NC_029053.1,1823757
NC_029052.1,1776109
NC_029051.1,1775963
NC_003225.3,342409
NC_029014.1,1655645
NC_029012.1,1655644
NC_028985.1,1241370
NC_028981.1,1768064
NC_028975.1,351428
NC_028973.1,3052037
NC_028970.1,1766559
NC_028964.1,1766557
NC_028949.1,1774276
NC_028948.1,1755467
NC_028921.1,1770613
NC_028902.1,39804
NC_028868.1,351426
NC_028833.1,1503291
NC_028824.1,1503293
NC_028814.1,1503292
NC_028811.1,1503289
NC_028806.1,1766554
NC_028636.1,1563660
NC_028635.1,1762023
NC_028492.1,1756445
NC_028491.1,1675862
NC_028488.1,1714368
NC_028486.1,1714367
NC_028485.1,1714366
NC_028483.1,1714364
NC_028482.1,1758883
NC_028480.1,1714362
NC_028478.1,1761477
NC_027916.2,2560801
NC_028462.1,3052813
NC_028378.1,1497848
NC_028362.1,1529392
NC_028271.1,368620
NC_028267.1,2848317
NC_028266.1,1608138
NC_028265.1,1608133
NC_028264.1,1608087
NC_028263.1,1608086
NC_028262.1,1738045
NC_028261.1,1608045
NC_028260.1,1608044
NC_028259.1,1608042
NC_028255.1,50713
NC_028249.1,11240
NC_028246.1,31612
NC_028244.1,1985699
NC_028243.1,1577137
NC_028241.1,1272960
NC_028240.1,1663127
NC_028239.1,1550518
NC_028236.1,1537975
NC_028232.1,1569258
NC_028231.1,195059
NC_028230.1,1620892
NC_028136.1,3052771
NC_028132.1,1737346
NC_028131.1,1737345
NC_028129.1,68416
NC_028127.1,1604875
NC_028126.1,1070324
NC_028125.1,1315262
NC_028119.1,1737523
NC_028117.1,1737522
NC_028114.1,997078
NC_028111.1,797075
NC_028099.1,2560468
NC_028046.1,1678003
NC_028045.1,2003309
NC_028044.1,1729670
NC_027924.1,1711685
NC_027923.1,1675865
NC_027922.1,1690672
NC_027920.1,1711684
NC_027919.1,1659220
NC_027918.1,1659219
NC_027917.1,1675864
NC_027915.1,1720595
NC_027710.2,473784
NC_027821.1,1708653
NC_027820.1,1985392
NC_027818.1,1708572
NC_027800.1,1692259
NC_027801.1,1692254
NC_027799.1,1692263
NC_027798.1,1692260
NC_027797.1,1692262
NC_027796.1,1692243
NC_027795.1,1692244
NC_027794.1,1692256
NC_027793.1,1692250
NC_027792.1,1692258
NC_027791.1,1692249
NC_027790.1,1692251
NC_027789.1,1692252
NC_027788.1,1692255
NC_027787.1,1692248
NC_027786.1,1692257
NC_027785.1,1692246
NC_027784.1,1692245
NC_027783.1,1692253
NC_027782.1,1692247
NC_027781.1,1692242
NC_027780.1,1692261
NC_027779.1,10566
NC_027777.1,2170126
NC_027776.1,1699094
NC_027714.1,1306546
NC_027712.1,1692045
NC_027711.1,1662272
NC_027706.1,1688637
NC_027703.1,1462682
NC_027701.1,674953
NC_027648.1,1655662
NC_027647.1,1655661
NC_027646.1,1655660
NC_027645.1,1655659
NC_027644.1,1655658
NC_027643.1,1655657
NC_027642.1,1655656
NC_027641.1,1655654
NC_027640.1,1655653
NC_027639.1,1655652
NC_027638.1,1655651
NC_027637.1,1655650
NC_027636.1,1655649
NC_027635.1,1655648
NC_027634.1,1655647
NC_027633.1,1655646
NC_027631.1,1682186
NC_027619.1,1682187
NC_027532.1,1236400
NC_027531.1,1679933
NC_027528.1,2169902
NC_027527.1,157777
NC_001346.2,268316
NC_027432.1,1667384
NC_027430.1,1670973
NC_027429.1,1670662
NC_027428.1,1054649
NC_027427.1,1670975
NC_027426.1,1671382
NC_027209.1,1661396
NC_027215.1,260377
NC_027214.1,1661395
NC_027212.1,1608533
NC_027211.1,2560614
NC_027210.1,369752
NC_027208.1,1661062
NC_027199.1,1631554
NC_027198.1,1432563
NC_027131.1,1471299
NC_027129.1,1504732
NC_027124.1,1658615
NC_027123.1,1602124
NC_027122.1,1615583
NC_008520.2,31507
NC_027121.1,1654603
NC_027117.1,1622024
NC_027059.1,687387
NC_027054.1,1156769
NC_027016.1,1667587
NC_001806.2,10298
NC_026946.1,1647924
NC_026945.1,1642515
NC_026944.1,2170103
NC_018571.2,646010
NC_026248.1,1592930
NC_026942.1,1634381
NC_026922.1,1642929
NC_026921.1,1641896
NC_026819.1,1634914
NC_026818.1,2004957
NC_026817.1,1488574
NC_026816.1,1501716
NC_026814.1,1157338
NC_026812.1,1611837
NC_026810.1,1634487
NC_026809.1,1634488
NC_026808.1,1634486
NC_026807.1,1634485
NC_026806.1,1634484
NC_026762.1,1623685
NC_026771.1,1631303
NC_026770.1,1623689
NC_026769.1,1623688
NC_026768.1,1623687
NC_026766.1,1623686
NC_026765.1,1629657
NC_026764.1,1629656
NC_026759.1,46076
NC_026733.1,1629132
NC_026664.1,1619220
NC_026665.1,1609634
NC_026663.1,1619218
NC_026662.1,1619219
NC_026654.1,1618249
NC_026653.1,1618243
NC_026652.1,1618248
NC_026651.1,1618247
NC_026650.1,1618232
NC_026649.1,1618246
NC_026648.1,1618245
NC_026647.1,1618244
NC_026646.1,1618242
NC_026645.1,1618240
NC_026643.1,1618239
NC_026642.1,1618238
NC_026641.1,1618237
NC_026640.1,1619253
NC_026639.1,1618236
NC_026638.1,1618235
NC_026637.1,1618234
NC_026636.1,1618233
NC_026635.1,1618260
NC_026634.1,1618259
NC_026633.1,1618258
NC_026632.1,1618257
NC_026631.1,1618253
NC_026630.1,1618252
NC_026629.1,1618256
NC_026628.1,1618255
NC_026627.1,1618251
NC_026626.1,1618250
NC_026625.1,1618254
NC_026615.1,945960
NC_026613.1,1449897
NC_026612.1,1449896
NC_026592.1,1214459
NC_026582.1,1074044
NC_001650.2,12657
NC_026512.1,1611039
NC_026511.1,307454
NC_026510.1,1494074
NC_026509.1,1965063
NC_009528.2,57483
NC_026473.1,1608323
NC_026472.1,1561150
NC_026470.1,2870348
NC_026430.1,1592576
NC_026421.1,10371
NC_026320.1,2170115
NC_026319.1,2170111
NC_026318.1,2170114
NC_026317.1,2170112
NC_026316.1,1603964
NC_026315.1,1603963
NC_026280.1,1592102
NC_026279.1,1592101
NC_026278.1,1592100
NC_026277.1,1592099
NC_026276.1,1592098
NC_026275.1,1592097
NC_026274.1,1592096
NC_026273.1,1592095
NC_026272.1,1590173
NC_026271.1,1592094
NC_026270.1,1592093
NC_026269.1,1592092
NC_026268.1,1592335
NC_026267.1,1592091
NC_026266.1,1592090
NC_026265.1,1592089
NC_026264.1,1592088
NC_026263.1,1592087
NC_026262.1,1592086
NC_026261.1,1590156
NC_026260.1,1592085
NC_026259.1,1592084
NC_026258.1,1592083
NC_026257.1,1592082
NC_026256.1,1592104
NC_026255.1,1592103
NC_026254.1,1592081
NC_026252.1,1595998
NC_026245.1,1590172
NC_026244.1,2170102
NC_026243.1,1590155
NC_026241.1,1590154
NC_026240.1,167020
NC_026239.1,167018
NC_026238.1,198310
NC_026242.1,1546257
NC_026141.2,1590650
NC_026135.1,1580605
NC_026139.1,1568973
NC_026136.1,1580606
NC_026015.1,1588049
NC_026012.1,1588048
NC_025967.1,1493829
NC_025966.1,1514665
NC_025965.1,1126383
NC_025964.1,1076345
NC_025961.1,1582094
NC_025960.1,1580580
NC_025959.1,1574422
NC_010277.2,1891726
NC_001663.2,1891729
NC_001515.2,179241
NC_025898.1,1891720
NC_025896.1,1891758
NC_025895.1,1891768
NC_025894.1,1286213
NC_025893.1,1516127
NC_025891.1,1581151
NC_025890.1,1578826
NC_025889.1,1516128
NC_025835.1,1541119
NC_025836.1,1574287
NC_025821.1,443746
NC_025811.1,1578134
NC_025800.1,1561705
NC_025792.1,1572239
NC_025791.1,1987737
NC_025790.1,1572341
NC_025789.1,12432
NC_025788.1,1566869
NC_025741.1,1985371
NC_025738.1,1391031
NC_025732.1,1391037
NC_025731.1,1391038
NC_025730.1,1391025
NC_025729.1,1391026
NC_025728.1,1391027
NC_025727.1,1535291
NC_025726.1,1535290
NC_025725.1,1547577
NC_025454.1,1505528
NC_022517.1,11764
NC_025435.1,1564903
NC_025432.1,1565990
NC_025724.1,1379725
NC_025723.1,1379723
NC_025722.1,1379722
NC_025720.1,1379720
NC_025719.1,1379719
NC_025718.1,1379718
NC_025717.1,1379717
NC_025716.1,1379715
NC_025715.1,1379714
NC_025714.1,1379713
NC_025713.1,1379712
NC_025712.1,1379711
NC_025711.1,1379710
NC_025710.1,1379709
NC_025709.1,1379708
NC_025708.1,1379707
NC_025707.1,1379694
NC_025706.1,1379695
NC_025705.1,1379692
NC_025684.1,1105386
NC_025683.1,1105385
NC_025682.1,1105383
NC_025681.1,994388
NC_025680.1,232380
NC_025676.1,1564182
NC_025674.1,1527523
NC_003092.2,38143
NC_025475.1,1568974
NC_025381.1,233051
NC_008310.2,185955
NC_007915.3,282786
NC_007017.2,167019
NC_025476.1,1506568
NC_024700.1,1530454
NC_025411.1,1379788
NC_025410.1,798072
NC_025408.1,642022
NC_025407.1,2560310
NC_025406.1,1511639
NC_025405.1,1348439
NC_025404.1,1261101
NC_025403.1,1261100
NC_025402.1,3052733
NC_025401.1,1491491
NC_025400.1,1229186
NC_025399.1,318852
NC_025397.1,764599
NC_025396.1,318835
NC_025395.1,1479613
NC_025394.1,1972569
NC_025393.1,1972683
NC_025391.1,318843
NC_025390.1,2560326
NC_025389.1,488317
NC_025388.1,351427
NC_025387.1,936149
NC_025386.1,120499
NC_025385.1,237716
NC_025384.1,936308
NC_025383.1,1483724
NC_025382.1,1481139
NC_025359.1,698672
NC_025352.1,3052224
NC_025380.1,928214
NC_025378.1,1972567
NC_025377.1,249584
NC_025376.1,2847096
NC_025373.1,3052594
NC_025371.1,1288358
NC_025370.1,1891735
NC_025368.1,928211
NC_025367.1,1561172
NC_025366.1,1561171
NC_025365.1,746543
NC_025364.1,1972570
NC_025363.1,2560320
NC_025362.1,1272959
NC_025361.1,2560315
NC_025360.1,381543
NC_025358.1,318834
NC_025356.1,219584
NC_025355.1,1117633
NC_025353.1,1972579
NC_025351.1,3052221
NC_025350.1,798074
NC_025348.1,798073
NC_025347.1,2560317
NC_025346.1,1161132
PX138236.1,3683783
PX138235.1,3683782
PX138234.1,3683781
PX138233.1,3683780
NC_025345.1,1195087
NC_025343.1,3052600
NC_025342.1,1428456
NC_025341.1,1408144
NC_025340.1,1459044
NC_025259.1,1552409
NC_025257.1,307444
NC_025256.1,2847089
NC_025255.1,1972574
NC_025254.1,114922
NC_025253.1,1027468
NC_025252.1,1503864
NC_025251.1,1072176
NC_025250.1,326202
NC_025247.1,459957
NC_025246.1,1959744
NC_025214.1,1547580
NC_025219.1,1541211
NC_025216.1,1548712
NC_025215.1,1548711
NC_025114.1,1547495
NC_025113.1,1546178
NC_025112.1,1546177
NC_024908.1,1543419
NC_024906.1,1543207
NC_024893.1,1036963
NC_024891.1,1427157
NC_024890.1,1427156
NC_024887.1,11023
NC_024808.1,1538549
NC_024781.1,3052505
NC_024778.1,1881951
NC_024776.1,2170122
NC_024775.1,2170124
NC_024774.1,2170125
NC_024773.1,2170123
NC_024772.1,2170121
NC_024771.1,80341
NC_024768.1,1534547
NC_024767.1,1534546
NC_024766.1,1534545
NC_024765.1,1534544
NC_024709.1,1986118
NC_024692.1,1529056
NC_024703.1,1532031
NC_024701.1,1538452
NC_024696.1,768738
NC_024694.1,1525173
NC_024693.1,1489312
NC_024687.1,875323
NC_024686.1,1472425
NC_024685.1,1523858
NC_024498.1,1522059
NC_024497.1,1521188
NC_024489.1,1522179
NC_024488.1,1500866
NC_024487.1,1500865
NC_024485.1,1476202
NC_024484.1,1521392
NC_024483.1,1521391
NC_024482.1,1521390
NC_024481.1,1521389
NC_024480.1,1521388
NC_024479.1,1521387
NC_024478.1,1521386
NC_024477.1,1521385
NC_024473.1,1972578
NC_024472.1,1518574
NC_024471.1,2170240
NC_024458.1,1176736
NC_024455.1,1514896
NC_024454.1,740933
NC_024452.1,717641
NC_024450.1,1510155
NC_024449.1,1424279
NC_024376.1,1424280
NC_024445.1,1508712
NC_024444.1,1508711
NC_024443.1,1508710
NC_024382.1,138184
NC_024306.1,1343901
NC_024303.1,1504288
NC_024301.1,1505530
NC_024300.1,1463817
NC_024298.1,1502101
NC_024297.1,1435485
NC_020073.2,208086
NC_007816.2,165432
NC_024151.1,1485922
NC_024119.1,1488557
NC_024118.1,1891728
NC_024116.1,1498504
NC_024115.1,1497019
NC_003821.3,11988
NC_024078.1,1493858
NC_024073.1,47681
NC_024070.1,1511807
NC_024031.1,1489836
NC_024017.1,1485186
NC_024016.1,1487185
NC_023989.1,1492296
NC_023988.1,1483681
NC_023987.1,1481453
NC_023986.1,1482319
NC_023985.1,1482734
NC_023984.1,1233383
NC_023983.1,1211481
NC_023680.1,1284208
NC_023871.1,1234886
NC_023870.1,1234884
NC_023872.1,1234887
NC_023869.1,1234880
NC_023868.1,1234881
NC_023866.1,1234883
NC_023878.1,1475063
NC_023895.1,1163708
NC_023894.1,1480065
NC_023893.1,2003398
NC_023892.1,1468172
NC_023891.1,1961681
NC_023873.1,1472717
NC_023888.1,1346815
NC_023887.1,2170130
